varible_name,method,cluster
scores,sklearn.model_selection.cross_val_score,NUMPY_VISUALIZATION
scores,sklearn.model_selection.cross_val_score,NUMPY_VISUALIZATION
model,sklearn.tree.DecisionTreeRegressor,NUMPY_VISUALIZATION
lin_reg,sklearn.linear_model.LinearRegression,SCIKIT_LEARN_VISUALIZATION
lin_reg_2,sklearn.linear_model.LinearRegression,SCIKIT_LEARN_VISUALIZATION
lin_reg_2,sklearn.linear_model.LinearRegression,SCIKIT_LEARN_VISUALIZATION
lin_reg_2,sklearn.linear_model.LinearRegression,SCIKIT_LEARN_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,SCIKIT_LEARN_VISUALIZATION
poly_reg,sklearn.preprocessing.PolynomialFeatures,SCIKIT_LEARN_VISUALIZATION
poly_reg,sklearn.preprocessing.PolynomialFeatures,SCIKIT_LEARN_VISUALIZATION
poly_reg,sklearn.preprocessing.PolynomialFeatures,SCIKIT_LEARN_VISUALIZATION
poly_reg,sklearn.preprocessing.PolynomialFeatures,SCIKIT_LEARN_VISUALIZATION
poly_reg,sklearn.preprocessing.PolynomialFeatures,SCIKIT_LEARN_VISUALIZATION
poly_reg,sklearn.preprocessing.PolynomialFeatures,SCIKIT_LEARN_VISUALIZATION
poly_reg,sklearn.preprocessing.PolynomialFeatures,SCIKIT_LEARN_VISUALIZATION
poly_reg,sklearn.preprocessing.PolynomialFeatures,SCIKIT_LEARN_VISUALIZATION
poly_reg,sklearn.preprocessing.PolynomialFeatures,SCIKIT_LEARN_VISUALIZATION
sc_X,sklearn.preprocessing.StandardScaler,SCIKIT_LEARN_VISUALIZATION
fold,sklearn.model_selection.StratifiedKFold,NUMPY_VISUALIZATION
fold,sklearn.model_selection.StratifiedKFold,NUMPY_VISUALIZATION
"X_train,X_val,y_train,y_val",sklearn.model_selection.train_test_split,NUMPY_VISUALIZATION
wine,sklearn.datasets.load_wine,NUMPY_VISUALIZATION
"xtrain,xtest,ytrain,ytest",sklearn.model_selection.train_test_split,NUMPY_VISUALIZATION
gbrt,sklearn.ensemble.GradientBoostingClassifier,TENSOR_FLOW
roc_auc[i],sklearn.metrics.auc,TENSOR_FLOW
"roc_auc[""micro""]",sklearn.metrics.auc,TENSOR_FLOW
"roc_auc[""macro""]",sklearn.metrics.auc,TENSOR_FLOW
"fpr[i],tpr[i],_",sklearn.metrics.roc_curve,TENSOR_FLOW
"fpr[""micro""],tpr[""micro""],_",sklearn.metrics.roc_curve,TENSOR_FLOW
"X_TF_train,X_TF_test,y_TF_train,y_TF_test",sklearn.model_selection.train_test_split,TENSOR_FLOW
clf,sklearn.svm.LinearSVC,TENSOR_FLOW
clf,sklearn.svm.LinearSVC,TENSOR_FLOW
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,STRUCTURED_DATA_VISUALIZATION
model,sklearn.ensemble.ExtraTreesClassifier,SCIKIT_LEARN_VISUALIZATION
bestfeatures,sklearn.feature_selection.SelectKBest,SCIKIT_LEARN_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,SCIKIT_LEARN_VISUALIZATION
model,sklearn.ensemble.RandomForestRegressor,SCIKIT_LEARN_VISUALIZATION
roc_auc+,sklearn.metrics.auc,STRUCTURED_DATA_VISUALIZATION
roc_auc+,sklearn.metrics.auc,STRUCTURED_DATA_VISUALIZATION
"fpr,tpr,thresholds",sklearn.metrics.roc_curve,STRUCTURED_DATA_VISUALIZATION
"fpr,tpr,thresholds",sklearn.metrics.roc_curve,STRUCTURED_DATA_VISUALIZATION
skf,sklearn.model_selection.StratifiedKFold,STRUCTURED_DATA_VISUALIZATION
skf,sklearn.model_selection.StratifiedKFold,STRUCTURED_DATA_VISUALIZATION
dummy,sklearn.dummy.DummyClassifier,TENSOR_FLOW
"x_train,x_test,y_train,y_test",sklearn.model_selection.train_test_split,TENSOR_FLOW
cm,sklearn.metrics.confusion_matrix,NUMPY_VISUALIZATION
accuracies,sklearn.model_selection.cross_val_score,NUMPY_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,NUMPY_VISUALIZATION
classifier,sklearn.neighbors.KNeighborsClassifier,NUMPY_VISUALIZATION
sc,sklearn.preprocessing.StandardScaler,NUMPY_VISUALIZATION
imputer,sklearn.impute.SimpleImputer,NUMPY_VISUALIZATION
scaler,sklearn.preprocessing.MinMaxScaler,STRUCTURED_DATA_VISUALIZATION_2
estimator,sklearn.linear_model.LinearRegression,SCIKIT_LEARN_VISUALIZATION
estimator,sklearn.linear_model.LinearRegression,SCIKIT_LEARN_VISUALIZATION
estimator,sklearn.linear_model.LinearRegression,SCIKIT_LEARN_VISUALIZATION
MMEncoder,sklearn.preprocessing.MinMaxScaler,SCIKIT_LEARN_VISUALIZATION
"x_train,x_test,y_train,y_test",sklearn.model_selection.train_test_split,NUMPY_VISUALIZATION
sc,sklearn.preprocessing.MinMaxScaler,NUMPY_VISUALIZATION
model,sklearn.cluster.DBSCAN,SCIKIT_LEARN_VISUALIZATION
model,sklearn.cluster.DBSCAN,SCIKIT_LEARN_VISUALIZATION
model,sklearn.cluster.DBSCAN,SCIKIT_LEARN_VISUALIZATION
model,sklearn.cluster.DBSCAN,SCIKIT_LEARN_VISUALIZATION
pipeline,sklearn.pipeline.make_pipeline,SCIKIT_LEARN_VISUALIZATION
scaler,sklearn.preprocessing.StandardScaler,SCIKIT_LEARN_VISUALIZATION
report,sklearn.metrics.classification_report,NUMPY_VISUALIZATION
matrix,sklearn.metrics.confusion_matrix,NUMPY_VISUALIZATION
clf,sklearn.linear_model.LinearRegression,NUMPY_VISUALIZATION
Hclustering_10,sklearn.cluster.AgglomerativeClustering,SCIKIT_LEARN_VISUALIZATION
Hclustering_4,sklearn.cluster.AgglomerativeClustering,SCIKIT_LEARN_VISUALIZATION
model,sklearn.cluster.AgglomerativeClustering,SCIKIT_LEARN_VISUALIZATION
birch,sklearn.cluster.Birch,SCIKIT_LEARN_VISUALIZATION
db,sklearn.cluster.DBSCAN,SCIKIT_LEARN_VISUALIZATION
ms,sklearn.cluster.MeanShift,SCIKIT_LEARN_VISUALIZATION
bandwidth,sklearn.cluster.estimate_bandwidth,SCIKIT_LEARN_VISUALIZATION
knn_graph,sklearn.neighbors.kneighbors_graph,SCIKIT_LEARN_VISUALIZATION
sd,sklearn.preprocessing.StandardScaler,SCIKIT_LEARN_VISUALIZATION
rfe,sklearn.feature_selection.RFE,SCIKIT_LEARN_VISUALIZATION
linreg,sklearn.linear_model.LinearRegression,SCIKIT_LEARN_VISUALIZATION
linregols,sklearn.linear_model.LinearRegression,SCIKIT_LEARN_VISUALIZATION
model,sklearn.linear_model.LinearRegression,SCIKIT_LEARN_VISUALIZATION
linregrfe,sklearn.linear_model.LinearRegression,SCIKIT_LEARN_VISUALIZATION
mae,sklearn.metrics.mean_absolute_error,SCIKIT_LEARN_VISUALIZATION
maeL,sklearn.metrics.mean_absolute_error,SCIKIT_LEARN_VISUALIZATION
maeLO,sklearn.metrics.mean_absolute_error,SCIKIT_LEARN_VISUALIZATION
maeRFE,sklearn.metrics.mean_absolute_error,SCIKIT_LEARN_VISUALIZATION
mse,sklearn.metrics.mean_squared_error,SCIKIT_LEARN_VISUALIZATION
mseL,sklearn.metrics.mean_squared_error,SCIKIT_LEARN_VISUALIZATION
mseLO,sklearn.metrics.mean_squared_error,SCIKIT_LEARN_VISUALIZATION
mseRFE,sklearn.metrics.mean_squared_error,SCIKIT_LEARN_VISUALIZATION
r2,sklearn.metrics.r2_score,SCIKIT_LEARN_VISUALIZATION
rL2,sklearn.metrics.r2_score,SCIKIT_LEARN_VISUALIZATION
rLO2,sklearn.metrics.r2_score,SCIKIT_LEARN_VISUALIZATION
rRFE2,sklearn.metrics.r2_score,SCIKIT_LEARN_VISUALIZATION
knnc,sklearn.neighbors.KNeighborsClassifier,SCIKIT_LEARN_VISUALIZATION
knn,sklearn.neighbors.KNeighborsClassifier,SCIKIT_LEARN_VISUALIZATION
knn,sklearn.neighbors.KNeighborsRegressor,SCIKIT_LEARN_VISUALIZATION
knn,sklearn.neighbors.KNeighborsRegressor,SCIKIT_LEARN_VISUALIZATION
scaler,sklearn.preprocessing.MinMaxScaler,SCIKIT_LEARN_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,SCIKIT_LEARN_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,SCIKIT_LEARN_VISUALIZATION
lsvc_clf,sklearn.svm.LinearSVC,SCIKIT_LEARN_VISUALIZATION
lsvc_clf,sklearn.svm.LinearSVC,SCIKIT_LEARN_VISUALIZATION
clf_gini,sklearn.tree.DecisionTreeClassifier,SCIKIT_LEARN_VISUALIZATION
lr,sklearn.linear_model.LogisticRegression,SCIKIT_LEARN_VISUALIZATION
lr,sklearn.linear_model.LogisticRegression,SCIKIT_LEARN_VISUALIZATION
lr,sklearn.linear_model.LogisticRegression,SCIKIT_LEARN_VISUALIZATION
lr,sklearn.linear_model.LogisticRegression,SCIKIT_LEARN_VISUALIZATION
score,sklearn.metrics.accuracy_score,SCIKIT_LEARN_VISUALIZATION
lr_acc,sklearn.metrics.accuracy_score,SCIKIT_LEARN_VISUALIZATION
score,sklearn.metrics.accuracy_score,SCIKIT_LEARN_VISUALIZATION
dem_acc,sklearn.metrics.accuracy_score,SCIKIT_LEARN_VISUALIZATION
rep_acc,sklearn.metrics.accuracy_score,SCIKIT_LEARN_VISUALIZATION
acc,sklearn.metrics.accuracy_score,SCIKIT_LEARN_VISUALIZATION
cvs,sklearn.model_selection.cross_val_score,SCIKIT_LEARN_VISUALIZATION
score,sklearn.model_selection.cross_val_score,SCIKIT_LEARN_VISUALIZATION
"m,train_cv_err,test_cv_err",sklearn.model_selection.learning_curve,SCIKIT_LEARN_VISUALIZATION
"train_sizes,train_scores,test_scores",sklearn.model_selection.learning_curve,SCIKIT_LEARN_VISUALIZATION
"m,train_cv_err,test_cv_err",sklearn.model_selection.learning_curve,SCIKIT_LEARN_VISUALIZATION
"train_sizes,train_scores,test_scores",sklearn.model_selection.learning_curve,SCIKIT_LEARN_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,SCIKIT_LEARN_VISUALIZATION
knn,sklearn.neighbors.KNeighborsClassifier,SCIKIT_LEARN_VISUALIZATION
knn,sklearn.neighbors.KNeighborsClassifier,SCIKIT_LEARN_VISUALIZATION
knn,sklearn.neighbors.KNeighborsClassifier,SCIKIT_LEARN_VISUALIZATION
knn,sklearn.neighbors.KNeighborsClassifier,SCIKIT_LEARN_VISUALIZATION
knn,sklearn.neighbors.KNeighborsClassifier,SCIKIT_LEARN_VISUALIZATION
knn,sklearn.neighbors.KNeighborsClassifier,SCIKIT_LEARN_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,NUMPY_VISUALIZATION
le,sklearn.preprocessing.LabelEncoder,NUMPY_VISUALIZATION
one,sklearn.preprocessing.OneHotEncoder,NUMPY_VISUALIZATION
boston_data,sklearn.datasets.load_boston,SCIKIT_LEARN_VISUALIZATION
ada,sklearn.ensemble.AdaBoostRegressor,SCIKIT_LEARN_VISUALIZATION
forest,sklearn.ensemble.RandomForestRegressor,SCIKIT_LEARN_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,SCIKIT_LEARN_VISUALIZATION
tree,sklearn.tree.DecisionTreeRegressor,SCIKIT_LEARN_VISUALIZATION
tree,sklearn.tree.DecisionTreeRegressor,SCIKIT_LEARN_VISUALIZATION
tree,sklearn.tree.DecisionTreeRegressor,SCIKIT_LEARN_VISUALIZATION
boston,sklearn.datasets.load_boston,NUMPY_VISUALIZATION
cancer,sklearn.datasets.load_breast_cancer,NUMPY_VISUALIZATION
cancer,sklearn.datasets.load_breast_cancer,NUMPY_VISUALIZATION
cancer,sklearn.datasets.load_breast_cancer,NUMPY_VISUALIZATION
cancer,sklearn.datasets.load_breast_cancer,NUMPY_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,NUMPY_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,NUMPY_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,NUMPY_VISUALIZATION
clf,sklearn.neighbors.KNeighborsClassifier,NUMPY_VISUALIZATION
clf,sklearn.neighbors.KNeighborsClassifier,NUMPY_VISUALIZATION
clf,sklearn.neighbors.KNeighborsClassifier,NUMPY_VISUALIZATION
reg,sklearn.neighbors.KNeighborsRegressor,NUMPY_VISUALIZATION
reg,sklearn.neighbors.KNeighborsRegressor,NUMPY_VISUALIZATION
clf,sklearn.linear_model.LogisticRegression,STRUCTURED_DATA_VISUALIZATION
"X_train,X_validation,y_train,y_validation",sklearn.model_selection.train_test_split,STRUCTURED_DATA_VISUALIZATION
"X_train,X_validation,y_train,y_validation",sklearn.model_selection.train_test_split,STRUCTURED_DATA_VISUALIZATION
"X_train,X_validation,y_train,y_validation",sklearn.model_selection.train_test_split,STRUCTURED_DATA_VISUALIZATION
"X_train,X_validation,y_train,y_validation",sklearn.model_selection.train_test_split,STRUCTURED_DATA_VISUALIZATION
rf,sklearn.ensemble.RandomForestClassifier,SCIKIT_LEARN_VISUALIZATION
folds,sklearn.model_selection.StratifiedKFold,SCIKIT_LEARN_VISUALIZATION
estimator,sklearn.ensemble.RandomForestClassifier,STRUCTURED_DATA_VISUALIZATION
rf,sklearn.ensemble.RandomForestClassifier,STRUCTURED_DATA_VISUALIZATION
logit,sklearn.linear_model.LogisticRegressionCV,STRUCTURED_DATA_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,STRUCTURED_DATA_VISUALIZATION
estimator,sklearn.tree.DecisionTreeClassifier,STRUCTURED_DATA_VISUALIZATION
dt,sklearn.tree.DecisionTreeClassifier,STRUCTURED_DATA_VISUALIZATION
optimised_lasso,sklearn.linear_model.Lasso,SCIKIT_LEARN_VISUALIZATION
lasso,sklearn.linear_model.LassoCV,SCIKIT_LEARN_VISUALIZATION
lr,sklearn.linear_model.LinearRegression,SCIKIT_LEARN_VISUALIZATION
optimised_ridge,sklearn.linear_model.Ridge,SCIKIT_LEARN_VISUALIZATION
ridge,sklearn.linear_model.RidgeCV,SCIKIT_LEARN_VISUALIZATION
lr_rmse_train,sklearn.metrics.mean_squared_error,SCIKIT_LEARN_VISUALIZATION
lr_rmse_test,sklearn.metrics.mean_squared_error,SCIKIT_LEARN_VISUALIZATION
ridge_rmse_train,sklearn.metrics.mean_squared_error,SCIKIT_LEARN_VISUALIZATION
ridge_rmse_test,sklearn.metrics.mean_squared_error,SCIKIT_LEARN_VISUALIZATION
lasso_rmse_train,sklearn.metrics.mean_squared_error,SCIKIT_LEARN_VISUALIZATION
lasso_rmse_test,sklearn.metrics.mean_squared_error,SCIKIT_LEARN_VISUALIZATION
kf_lr,sklearn.model_selection.KFold,SCIKIT_LEARN_VISUALIZATION
kf_ridge,sklearn.model_selection.KFold,SCIKIT_LEARN_VISUALIZATION
kf_lasso,sklearn.model_selection.KFold,SCIKIT_LEARN_VISUALIZATION
lr_score_train,sklearn.model_selection.cross_val_score,SCIKIT_LEARN_VISUALIZATION
lr_score_test,sklearn.model_selection.cross_val_score,SCIKIT_LEARN_VISUALIZATION
ridge_score_train,sklearn.model_selection.cross_val_score,SCIKIT_LEARN_VISUALIZATION
ridge_score_test,sklearn.model_selection.cross_val_score,SCIKIT_LEARN_VISUALIZATION
lasso_score_train,sklearn.model_selection.cross_val_score,SCIKIT_LEARN_VISUALIZATION
lasso_score_test,sklearn.model_selection.cross_val_score,SCIKIT_LEARN_VISUALIZATION
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,SCIKIT_LEARN_VISUALIZATION
ss,sklearn.preprocessing.StandardScaler,SCIKIT_LEARN_VISUALIZATION
model,sklearn.manifold.TSNE,SCIKIT_LEARN_VISUALIZATION
model,sklearn.manifold.TSNE,SCIKIT_LEARN_VISUALIZATION
model,sklearn.manifold.TSNE,SCIKIT_LEARN_VISUALIZATION
model,sklearn.manifold.TSNE,SCIKIT_LEARN_VISUALIZATION
standardized_data,sklearn.preprocessing.StandardScaler,SCIKIT_LEARN_VISUALIZATION
forest_reg,sklearn.ensemble.RandomForestRegressor,STRUCTURED_DATA_VISUALIZATION
forest_reg,sklearn.ensemble.RandomForestRegressor,STRUCTURED_DATA_VISUALIZATION
forest_reg,sklearn.ensemble.RandomForestRegressor,STRUCTURED_DATA_VISUALIZATION
lin_reg,sklearn.linear_model.LinearRegression,STRUCTURED_DATA_VISUALIZATION
lin_mae,sklearn.metrics.mean_absolute_error,STRUCTURED_DATA_VISUALIZATION
lin_mse,sklearn.metrics.mean_squared_error,STRUCTURED_DATA_VISUALIZATION
tree_mse,sklearn.metrics.mean_squared_error,STRUCTURED_DATA_VISUALIZATION
forest_mse,sklearn.metrics.mean_squared_error,STRUCTURED_DATA_VISUALIZATION
svm_mse,sklearn.metrics.mean_squared_error,STRUCTURED_DATA_VISUALIZATION
final_mse,sklearn.metrics.mean_squared_error,STRUCTURED_DATA_VISUALIZATION
grid_search,sklearn.model_selection.GridSearchCV,STRUCTURED_DATA_VISUALIZATION
grid_search,sklearn.model_selection.GridSearchCV,STRUCTURED_DATA_VISUALIZATION
grid_search_prep,sklearn.model_selection.GridSearchCV,STRUCTURED_DATA_VISUALIZATION
grid_search,sklearn.model_selection.GridSearchCV,STRUCTURED_DATA_VISUALIZATION
grid_search,sklearn.model_selection.GridSearchCV,STRUCTURED_DATA_VISUALIZATION
grid_search_prep,sklearn.model_selection.GridSearchCV,STRUCTURED_DATA_VISUALIZATION
rnd_search,sklearn.model_selection.RandomizedSearchCV,STRUCTURED_DATA_VISUALIZATION
rnd_search,sklearn.model_selection.RandomizedSearchCV,STRUCTURED_DATA_VISUALIZATION
rnd_search,sklearn.model_selection.RandomizedSearchCV,STRUCTURED_DATA_VISUALIZATION
rnd_search,sklearn.model_selection.RandomizedSearchCV,STRUCTURED_DATA_VISUALIZATION
split,sklearn.model_selection.StratifiedShuffleSplit,STRUCTURED_DATA_VISUALIZATION
scores,sklearn.model_selection.cross_val_score,STRUCTURED_DATA_VISUALIZATION
lin_scores,sklearn.model_selection.cross_val_score,STRUCTURED_DATA_VISUALIZATION
forest_scores,sklearn.model_selection.cross_val_score,STRUCTURED_DATA_VISUALIZATION
scores,sklearn.model_selection.cross_val_score,STRUCTURED_DATA_VISUALIZATION
scores,sklearn.model_selection.cross_val_score,STRUCTURED_DATA_VISUALIZATION
lin_scores,sklearn.model_selection.cross_val_score,STRUCTURED_DATA_VISUALIZATION
forest_scores,sklearn.model_selection.cross_val_score,STRUCTURED_DATA_VISUALIZATION
scores,sklearn.model_selection.cross_val_score,STRUCTURED_DATA_VISUALIZATION
"train_set,test_set",sklearn.model_selection.train_test_split,STRUCTURED_DATA_VISUALIZATION
"train_set,test_set",sklearn.model_selection.train_test_split,STRUCTURED_DATA_VISUALIZATION
